ID_ARBRE,quartier,site,genre_arbre,situation,type_sol,surf_permeable,classe_age,hauteur,classe_hauteur,diametre,circonference (en cm),classe_circonference,port_arbre,vigueur_pousse,champignon_collet,insecte_collet,plaie_collet,observation_collet,champignon_tronc,insecte_tronc,fissure_tronc,rejet_tronc,tuteurage_arbre,canisse_arbre,plaie_tronc,observation_tronc,champignon_houppier,insecte_houppier,fissure_houppier,ecorce_incluse_houppier,bois_mort_houppier,plaie_houppier,observation_houppier,esperance_maintien,contrainte,classification_diagnostic,Long,Lat
340,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Tilia,Alignement,MA,4.0,A,800,H2,60.47887837492023,95,C2,R5,P,Non,Non,RCPLS,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,Axe 3 Mort 2M Nord,2.0,Non,C2,2.086,48.902
341,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Tilia,Alignement,Gr,1.0,A,600,H2,50.92958178940651,80,C2,R5,P,Non,Non,RCPLC,Racine apparente,Non,Non,TPF,Non,Non,Non,TPLC,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C2,2.098,48.896
342,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Fraxinus,Alignement,Gr,1.0,J,600,H2,19.09859317102744,30,C1,L,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Oui,TPPL,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C1,2.069,48.897
343,Quartier 2 - Alsace - Pereire,RN13,Tilia,Alignement,GR,4.0,A,500,H1,38.19718634205488,60,C2,R5,P,Non,Non,RCPPL,0,Non,Non,TPF,Oui,T2:Bipode,Oui,TPLC,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C1,2.07,48.899
344,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Tilia,Alignement,MA,4.0,A,800,H2,50.92958178940651,80,C2,R5,P,Non,Non,RCPLS,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,2.0,Non,C2,2.083,48.904
345,Quartier 2 - Alsace - Pereire,Rue Turgot,Corylus,Alignement,S,1.5,J,500,H1,19.09859317102744,30,C1,SL,P,Non,Non,RCPLNS,0,Non,Non,TPF,Non,T2:Bipode,Oui,TPPL,0,Non,Non,HPF ,Non,HPBM ,HPPL,0,1.0,Non,C2,2.067,48.901
346,Quartier 3 - Lycée International,RN13,Tilia,Alignement,MA,4.0,A,500,H1,35.01408748021697,55,C2,R5,P,Non,Non,RCPPL,0,Non,Non,TPF,Oui,T2:Bipode,Oui,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C1,2.07,48.899
347,Quartier 4 - Rotondes - St Léger,Rue des Gaudines,Tilia,Alignement,Gr,1.0,JA,1200,H3,44.563384065730695,70,C2,L,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C2,2.072,48.893
348,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Fraxinus,Alignement,Gr,1.0,J,500,H1,22.281692032865347,35,C1,L,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Oui,TPPL,0,Non,Non,HPF ,Non,HPBM ,HPLS,Axe 3 Mort 2M Nord,1.0,Non,C2,2.067,48.896
349,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Prunus,Alignement,S,1.0,J,300,H1,22.281692032865347,35,C1,L,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C1,2.073,48.895
350,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Fraxinus,Alignement,Gr,1.0,J,500,H1,22.281692032865347,35,C1,L,P,Non,Non,RCPLS, Racine apparente,Non,Non,TPF,Non,Non,Non,TPPL,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C2,2.068,48.897
351,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Tilia,Alignement,Gr,1.0,A,600,H2,57.29577951308232,90,C2,R5,P,Non,Non,RCPLC,0,Non,Non,TPF,Non,Non,Non,TPLC,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C2,2.098,48.895
352,Quartier 2 - Alsace - Pereire,Rue Pereire,Corylus,Alignement,S,1.5,JA,700,H2,31.830988618379067,50,C1,SL,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPPL,0,1.0,Non,C1,2.065,48.901
353,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Carpinus,Alignement,Gr,1.0,JA,500,H1,25.464790894703256,40,C1,SL,P,Non,Non,RCPLS,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C1,2.072,48.894
354,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Tilia,Alignement,MA,4.0,A,800,H2,63.66197723675813,100,C2,R5,P,Non,Non,RCPLS,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,2.0,Non,C2,2.083,48.904
355,Quartier 2 - Alsace - Pereire,Rue Pereire,Corylus,Alignement,S,1.5,JA,700,H2,31.830988618379067,50,C1,SL,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C1,2.065,48.901
356,Quartier 2 - Alsace - Pereire,Rue Pereire,Corylus,Alignement,S,1.5,JA,700,H2,25.464790894703256,40,C1,SL,P,Oui,Non,RCPLCF,Fructification ganoderme,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPPL,0,3.0,Non,C3,2.065,48.901
357,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Tilia,Alignement,Gr,1.0,A,600,H2,60.47887837492023,95,C2,R5,P,Non,Non,RCPLC,0,Non,Non,TPF,Non,Non,Non,TPLC,0,Non,Non,HPF ,Non,HPBM ,HPLS,Branches cassées ,1.0,Non,C2,2.099,48.897
358,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Fraxinus,Alignement,Gr,1.0,JA,700,H2,44.563384065730695,70,C2,SL,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,Réitération traumatique,1.0,Non,C2,2.074,48.897
359,Quartier 2 - Alsace - Pereire,Rue Turgot,Corylus,Alignement,S,1.5,JA,700,H2,25.464790894703256,40,C1,SL,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C1,2.069,48.902
360,Quartier 2 - Alsace - Pereire,Rue Président Roosevelt,Ostrya,Alignement,Gr,1.0,J,500,H1,31.830988618379067,50,C1,SL,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLC,0,Non,Non,HPF ,Non,HPBM ,HPPL,0,1.0,Non,C1,2.078,48.9
361,Quartier 2 - Alsace - Pereire,Rue Président Roosevelt,Ostrya,Alignement,Gr,1.0,J,500,H1,35.01408748021697,55,C2,SL,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLC,0,Non,Non,HPF ,Non,HPBM ,HPPL,0,1.0,Non,C2,2.079,48.9
362,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Prunus,Alignement,S,1.0,A,500,H1,50.92958178940651,80,C2,A,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLNC,0,Oui,Non,HPF ,Non,HBMI ,HPLNC,Phellin du fruitier,2.0,Non,C4,2.071,48.898
363,Quartier 2 - Alsace - Pereire,Rue Pereire,Corylus,Alignement,S,1.5,JA,700,H2,25.464790894703256,40,C1,SL,P,Non,Non,RCPLNC,Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPPL,0,1.0,Non,C2,2.066,48.901
364,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Fraxinus,Alignement,Gr,1.0,JA,700,H2,38.19718634205488,60,C2,SL,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLNC,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C2,2.076,48.897
365,Quartier 2 - Alsace - Pereire,Rue Président Roosevelt,Ostrya,Alignement,Gr,1.0,J,500,H1,28.64788975654116,45,C1,SL,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPPL,0,1.0,Non,C2,2.076,48.9
366,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Tilia,Alignement,MA,4.0,A,800,H2,60.47887837492023,95,C2,R5,P,Non,Non,RCPLS,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,2.0,Non,C2,2.085,48.903
367,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Tilia,Alignement,MA,4.0,A,800,H2,47.7464829275686,75,C2,R5,P,Non,Non,RCPLS,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,2.0,Non,C2,2.083,48.905
368,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Tilia,Alignement,Gr,1.0,A,600,H2,66.84507609859604,105,C3,R5,P,Non,Non,RCPLC,0,Non,Non,TPF,Non,Non,Non,TPLC,0,Non,Non,HPF ,Non,HPBM ,HPLS,Branches cassées ,1.0,Non,C2,2.099,48.897
369,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Tilia,Alignement,MA,4.0,A,800,H2,85.94366926962348,135,C3,R5,P,Non,Non,RCPLS,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,2.0,Non,C2,2.086,48.902
370,Quartier 3 - Lycée International,RN13,Tilia,Alignement,MA,4.0,A,500,H1,31.830988618379067,50,C1,R5,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,T2:Bipode,Oui,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,Branches cassées ,1.0,Non,C1,2.066,48.9
371,Quartier 2 - Alsace - Pereire,Nouveau cimetière,Fraxinus,Alignement,G,100.0,JA,1200,H3,38.19718634205488,60,C2,L,P,Non,Non,RCPLNS,Choc collet,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C2,2.065,48.902
372,Quartier 2 - Alsace - Pereire,Rue Bastiat,Acer,Alignement,S,1.0,JA,700,H2,63.66197723675813,100,C2,SL,PP,Non,Non,AU,Autres,Non,Non,TPF,Non,Non,Non,ZZ,Autres,Non,Non,HPF ,Non,HPBM ,HPLS,Affaiblissement physiologique important,3.0,Non,C3,2.072,48.902
373,Quartier 3 - Lycée International,RN13,Tilia,Alignement,MA,4.0,A,500,H1,31.830988618379067,50,C1,R5,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,T2:Bipode,Oui,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C1,2.068,48.9
374,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Tilia,Alignement,MA,4.0,A,800,H2,50.92958178940651,80,C2,R5,P,Non,Non,RCPLS,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,2.0,Non,C2,2.083,48.905
375,Quartier 2 - Alsace - Pereire,Place Christiane Frahier,Tilia,Alignement,Gr,0.0,J,400,H1,28.64788975654116,45,C1,SL,PP,Non,Non,RCPPL,Bidime,Non,Non,TPF,Non,Non,Oui,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPPL,0,3.0,Non,C1,2.074,48.903
376,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Tilia,Alignement,MA,4.0,A,800,H2,66.84507609859604,105,C3,R5,P,Non,Non,RCPLS,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,2.0,Non,C2,2.084,48.904
377,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Tilia,Alignement,Gr,1.0,A,600,H2,60.47887837492023,95,C2,R5,P,Non,Non,RCPLC,0,Non,Non,TPF,Non,Non,Non,TPLC,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C2,2.098,48.895
378,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Fraxinus,Alignement,S,1.0,JA,700,H2,19.09859317102744,30,C1,SL,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPPL,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C1,2.075,48.897
379,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Tilia,Alignement,MA,4.0,A,800,H2,60.47887837492023,95,C2,R5,P,Non,Non,RCPLS,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,2.0,Non,C2,2.086,48.903
380,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Tilia,Alignement,MA,4.0,A,800,H2,44.563384065730695,70,C2,R5,P,Non,Non,RCPLS,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,2.0,Non,C2,2.087,48.902
381,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Fraxinus,Alignement,Gr,1.0,J,500,H1,22.281692032865347,35,C1,L,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPPL,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C1,2.067,48.896
382,Quartier 2 - Alsace - Pereire,Rue Président Roosevelt,Ostrya,Alignement,Gr,1.0,J,500,H1,35.01408748021697,55,C2,SL,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLC,0,Non,Non,HPF ,Non,HPBM ,HPPL,0,1.0,Non,C1,2.078,48.9
383,Quartier 2 - Alsace - Pereire,Rue Bastiat,Acer,Alignement,S,1.0,J,500,H1,15.915494309189532,25,C1,SL,PP,Non,Non,RCPPL,0,Non,Non,TPF,Non,T2:Bipode,Non,TPPL,0,Non,Non,HPF ,Non,HPBM ,HPLS,Allongement des branches,3.0,Non,C2,2.072,48.902
384,Quartier 6 - Hôpital,Rue Léon Désoyer,Fraxinus,Alignement,Gr,1.0,J,500,H1,19.09859317102744,30,C1,SL,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLC,Autres,Non,Non,HPF ,Non,HPBM ,HPPL,0,1.0,Non,C1,2.084,48.9
385,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Fraxinus,Alignement,Gr,1.0,J,600,H2,19.09859317102744,30,C1,L,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Oui,TPPL,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C1,2.068,48.897
386,Quartier 4 - Rotondes - St Léger,RN13,Tilia,Alignement,CS,3.0,J,600,H2,28.64788975654116,45,C1,L,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPPL,0,Non,Non,HPF ,Non,HPBM ,HPLS,Axe 3 Mort 2M Nord,1.0,Non,C2,2.074,48.899
387,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Carpinus,Alignement,Gr,1.0,JA,500,H1,25.464790894703256,40,C1,SL,P,Non,Non,RCPLS,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C1,2.072,48.893
388,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Tilia,Alignement,MA,4.0,A,800,H2,76.39437268410977,120,C3,R5,P,Non,Non,RCPLS,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLNC,Branches cassées ,2.0,Non,C2,2.085,48.903
389,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Tilia,Alignement,Gr,1.0,A,600,H2,57.29577951308232,90,C2,R5,P,Non,Non,RCPLC,0,Non,Non,TPF,Non,Non,Non,TPLC,0,Non,Non,HPF ,Non,HPBM ,HPLS,Déchirure ,1.0,Non,C2,2.099,48.896
390,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Fraxinus,Alignement,Gr,1.0,J,500,H1,22.281692032865347,35,C1,L,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPPL,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C1,2.067,48.896
391,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Carpinus,Alignement,Gr,1.0,JA,800,H2,41.38028520389279,65,C2,L,P,Non,Non,RCPPL, Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C2,2.072,48.893
392,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Carpinus,Alignement,Gr,1.0,JA,800,H2,31.830988618379067,50,C1,L,P,Non,Non,RCPPL, Racine apparente,Non,Non,TPF,Non,T2:Bipode,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C2,2.072,48.894
393,Quartier 1 - Cœur de Ville et Quatier forestier,Place de la victoire,PhotiniaxFraseri'RedRobin',Alignement,Gr,1.0,J,500,H1,12.732395447351628,20,C1,SL,PP,Non,Non,RCPLNC,Choc collet,Non,Non,TPF,Non,T1:Monopode,Non,TPLS,Échaudure ,Non,Non,HPF ,Non,HPBM ,HPPL,Houppier clairsemé,1.0,Non,C2,2.089,48.899
394,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Fraxinus,Alignement,Gr,1.0,J,600,H2,19.09859317102744,30,C1,L,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Oui,TPPL,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C1,2.069,48.898
395,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Tilia,Alignement,Gr,1.0,A,600,H2,47.7464829275686,75,C2,R5,P,Non,Non,RCPLC,0,Non,Non,TPF,Non,Non,Non,TPLC,0,Non,Non,HPF ,Non,HPBM ,HPLS,Échaudure,1.0,Non,C2,2.099,48.896
396,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Tilia,Alignement,Gr,1.0,A,500,H1,38.19718634205488,60,C2,R5,P,Non,Non,RCPLS,Champignon collet ,Non,Non,TPF,Non,Non,Non,TPLS,Échaudure ,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C2,2.096,48.896
397,Quartier 2 - Alsace - Pereire,Rue Pereire,Corylus,Alignement,MA,20.0,JA,700,H2,35.01408748021697,55,C2,SL,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLC,0,Non,Non,HPF ,Non,HPBM ,HPPL,0,1.0,Non,C1,2.064,48.901
398,Quartier 4 - Rotondes - St Léger,Rue de l'Aurore,Acer,Alignement,S,1.0,JA,600,H2,41.38028520389279,65,C2,SL,P,Non,Non,RCPLS,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C2,2.071,48.894
399,Quartier 2 - Alsace - Pereire,Rue Bastiat,Acer,Alignement,S,1.0,JA,700,H2,35.01408748021697,55,C2,SL,PP,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLNC,Plaie longitudinale ,Non,Non,HPF ,Non,HPBM ,HPLS,Affaiblissement physiologique important,3.0,Non,C3,2.072,48.902
400,Quartier 2 - Alsace - Pereire,Rue Pereire,Acer,Alignement,MA,3.0,JA,1200,H3,66.84507609859604,105,C3,SL,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C2,2.07,48.901
402,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Fraxinus,Alignement,Gr,1.0,J,600,H2,15.915494309189532,25,C1,L,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Oui,TPPL,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C1,2.068,48.897
403,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Fraxinus,Alignement,Gr,1.0,J,500,H1,19.09859317102744,30,C1,L,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPPL,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C1,2.068,48.897
404,Quartier 6 - Hôpital,Rue du Docteur Jean Paul Lamare,Ostrya,Alignement,Gr,1.0,J,500,H1,31.830988618379067,50,C1,SL,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLC,0,Non,Non,HPF ,Non,HPBM ,HPPL,0,1.0,Non,C2,2.079,48.899
405,Quartier 2 - Alsace - Pereire,Rue Pereire,Corylus,Alignement,S,1.5,JA,700,H2,35.01408748021697,55,C2,SL,P,Non,Non,RCPLC,Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C1,2.065,48.901
406,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Fraxinus,Alignement,Gr,1.0,J,600,H2,19.09859317102744,30,C1,L,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Oui,TPPL,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C1,2.07,48.898
407,Quartier 3 - Lycée International,RN13,Tilia,Alignement,MA,4.0,A,500,H1,31.830988618379067,50,C1,R5,P,Non,Non,RCPPL,0,Non,Non,TPF,Oui,T2:Bipode,Oui,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C1,2.07,48.899
408,Quartier 2 - Alsace - Pereire,Rue Pereire,Corylus,Alignement,S,1.5,JA,700,H2,31.830988618379067,50,C1,SL,P,Non,Non,RCPLNC,0,Non,Non,TPF,Non,Non,Non,TPLS,Problème de coupe,Non,Non,HPF ,Non,HPBM ,HPPL,0,1.0,Non,C2,2.066,48.901
409,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Tilia,Alignement,MA,4.0,A,800,H2,73.21127382227186,115,C3,R5,P,Non,Non,RCPLS,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLNC,Cavité ouverte,2.0,Non,C3,2.085,48.902
410,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Tilia,Alignement,MA,4.0,A,800,H2,63.66197723675813,100,C2,R5,P,Non,Non,RCPLS,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,2.0,Non,C2,2.084,48.904
411,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Tilia,Alignement,Gr,1.0,A,600,H2,50.92958178940651,80,C2,R5,P,Non,Non,RCPLC,Racine apparente,Non,Non,TPF,Non,Non,Non,TPLC,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C2,2.098,48.897
412,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Fraxinus,Alignement,Gr,1.0,J,500,H1,25.464790894703256,40,C1,L,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Oui,TPPL,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C1,2.066,48.895
413,Quartier 3 - Lycée International,RN13,Tilia,Alignement,MA,4.0,A,500,H1,31.830988618379067,50,C1,R5,P,Non,Non,RCPPL,0,Non,Non,TPF,Oui,T2:Bipode,Oui,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C1,2.069,48.899
414,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Tilia,Alignement,Gr,1.0,A,600,H2,66.84507609859604,105,C3,R5,P,Non,Non,RCPLC,0,Non,Non,TPF,Non,Non,Non,TPLC,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C2,2.098,48.896
415,Quartier 3 - Lycée International,RN13,Tilia,Alignement,MA,4.0,A,500,H1,31.830988618379067,50,C1,R5,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,T2:Bipode,Oui,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C1,2.066,48.9
416,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Fraxinus,Alignement,Gr,1.0,JA,700,H2,38.19718634205488,60,C2,SL,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLNC,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C2,2.076,48.897
418,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Tilia,Alignement,Gr,1.0,A,600,H2,63.66197723675813,100,C2,R5,P,Non,Non,RCPLC,0,Non,Non,TPF,Non,Non,Non,TPLC,0,Non,Non,HPF ,Non,HPBM ,HPLS,Branches cassées ,1.0,Non,C2,2.099,48.897
419,Quartier 4 - Rotondes - St Léger,Rue des Gaudines,Tilia,Alignement,Gr,1.0,JA,1200,H3,47.7464829275686,75,C2,L,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Non,TPLNC,Plaie longitudinale ,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C2,2.072,48.893
420,Quartier 2 - Alsace - Pereire,Place Christiane Frahier,Zelkova,Alignement,Gr,0.0,J,400,H1,22.281692032865347,35,C1,SL,PP,Non,Non,RCPPL,Bidime,Non,Non,TPF,Non,Non,Oui,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPPL,0,3.0,Non,C1,2.074,48.903
421,Quartier 2 - Alsace - Pereire,Rue Pereire,Corylus,Alignement,S,1.5,JA,700,H2,28.64788975654116,45,C1,SL,MP,Non,Non,RCPLC,Racine apparente,Non,Non,TPF,Non,Non,Non,TPLC,0,Non,Non,HPF ,Non,HPBM ,HPPL,0,1.0,Non,C2,2.067,48.901
422,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Tilia,Alignement,MA,4.0,A,800,H2,44.563384065730695,70,C2,R5,P,Non,Non,RCPLS,0,Non,Non,TPF,Non,Non,Non,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,2.0,Non,C2,2.083,48.905
423,Quartier 3 - Lycée International,RN13,Tilia,Alignement,MA,4.0,A,500,H1,38.19718634205488,60,C2,R5,P,Non,Non,RCPPL,0,Non,Non,TPF,Oui,T2:Bipode,Oui,TPLS,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C1,2.065,48.9
424,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Fraxinus,Alignement,Gr,1.0,J,600,H2,19.09859317102744,30,C1,L,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,Non,Oui,TPPL,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C1,2.069,48.897
425,Quartier 3 - Lycée International,RN13,Tilia,Alignement,GR,4.0,A,500,H1,31.830988618379067,50,C1,R5,P,Non,Non,RCPPL,0,Non,Non,TPF,Non,T2:Bipode,Oui,TPLC,0,Non,Non,HPF ,Non,HPBM ,HPLS,0,1.0,Non,C2,2.066,48.9
